,employee_id,age,attrition,businesstravel,$_dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,$_hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,$_monthlyincome,$_monthlyrate,numcompaniesworked,overtime,%_percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,$_salary,remotework
461,462,46,Yes,travel_rarely,556.26,None,19,2,medical,4,female,87.73312713135788,3,2, healthcare representative ,2,married,4492.84,11681.39,4,no,22,4.0,4,part time,1,13.0,2,4.0,9,7.0,3,7,1977,68027.69480547853,no
462,463,45,No,non_travel,531.76,None,2,4,None,3,female,66.46883122541234,3,2, sales executive ,3,married,4557.291626575616,11167.0,4,no,22,4.0,2,part time,2,10.0,3,4.0,8,None,5,7,1978,51540.0,no
463,464,43,No,travel_frequently,585.52,None,2,4,life sciences,1,male,73.19,3,2, sales executive ,4,married,4729.17,12295.83,1,no,20,4.0,3,full time,1,7.0,5,3.0,7,None,7,7,1980,56750.0,no
464,465,46,Yes,non_travel,754.62,None,10,3,life sciences,3,female,94.32651287146953,3,3, sales executive ,2,None,6095.0,15847.0,5,no,21,4.0,3,part time,3,14.0,2,3.0,8,None,0,7,1977,73140.0,yes
465,466,40,No,travel_rarely,1582.77, research & development ,1,4,None,1,male,146.35388437442475,3,4, manager ,1,None,12783.92,33238.2,2,no,11,3.0,1,part time,1,22.0,3,2.7833852767635148,19,None,11,16,1983,113480.40626350656,yes
466,467,27,No,travel_rarely,556.26, sales ,2,2,None,1,female,69.53066153596035,4,2, sales executive ,3,single,4492.84,11681.39,0,no,14,3.0,2,part time,0,9.0,5,2.0,8,None,0,7,1996,53914.11,no
467,468,42,No,non_travel,1032.49,None,6,3,medical,3,male,119.88111109315112,3,3, research director ,1,married,8339.32,21682.23,9,no,13,3.0,2,part time,1,18.0,3,4.0,13,None,5,7,1981,92954.24472951957,yes
468,469,26,No,travel_frequently,290.04,None,6,3,other,3,male,36.25,4,1, laboratory technician ,4,married,2342.59,6090.75,0,no,18,3.0,1,part time,1,8.0,3,3.0,7,None,7,7,1997,28111.13,yes
469,470,28,No,travel_frequently,556.26,None,1,2,life sciences,3,male,69.53,2,2, sales executive ,4,married,4758.110368100637,11681.39,1,no,12,3.0,3,part time,1,7.0,2,3.0,7,None,0,7,1995,53914.11,yes
470,471,47,No,non_travel,556.26,None,14,4,None,3,male,69.53,3,2, research scientist ,2,married,4492.84,11681.39,8,no,18,3.0,3,part time,1,9.926599148569625,4,4.0,8,None,1,7,1976,53914.11,no
471,472,34,No,travel_rarely,1032.49,None,13,4,medical,4,male,129.06032433097803,3,3, sales executive ,3,divorced,8339.32,21682.23,1,no,18,3.0,3,part time,1,9.0,2,2.0,8,None,1,1,1989,100071.84,yes
472,473,26,No,non_travel,290.04, research & development ,1,3,medical,3,male,36.252503005352075,3,1, laboratory technician ,1,single,2342.59,6090.75,0,no,13,3.0,4,part time,0,8.0,6,2.7462374871227464,7,None,7,6,1997,28111.13,yes
473,474,27,No,travel_rarely,556.26,None,9,3,None,4,male,69.53069881880465,3,2, sales executive ,4,None,4758.101486529327,11681.39,1,no,14,3.0,1,part time,0,9.824933047234223,5,2.7558996971127616,7,None,0,7,1996,53914.11,no
474,475,31,Yes,travel_frequently,556.26, sales ,26,4,marketing,1,male,69.53070469585333,3,2, sales executive ,4,None,4492.84,11681.39,1,yes,11,3.0,3,part time,0,10.0,4,3.0,10,None,0,8,1992,53914.11,yes
475,476,33,No,travel_frequently,556.26,None,7,2,life sciences,4,male,71.77046116313468,3,2, healthcare representative ,3,divorced,4492.84,11681.39,1,no,20,3.1521269991649365,3,part time,3,9.0,2,3.0,9,None,2,8,1990,55650.78696058181,yes
476,477,31,No,non_travel,1032.49,None,10,3,None,3,female,129.06049694991512,3,3, research director ,3,married,8339.32,21682.23,4,no,20,4.0,3,part time,1,13.0,2,4.0,11,None,4,8,1992,100071.84,yes
477,478,35,No,non_travel,525.98,None,9,4,medical,2,male,65.74658260943761,3,2, research scientist ,3,None,4509.925102990721,11045.67,1,no,19,3.0,2,part time,0,10.0,5,3.0,10,None,0,8,1988,50980.0,yes
478,479,33,No,travel_rarely,556.26,None,15,2,None,2,female,69.53070357269156,3,2, healthcare representative ,4,married,4492.84,11681.39,0,yes,13,3.1533011309421926,1,part time,1,9.926609003783245,6,3.0,9,None,8,1,1990,53914.11,yes
479,480,39,No,travel_rarely,556.26,None,24,1,life sciences,1,male,81.13793656728684,3,2, research scientist ,4,single,4492.84,11681.39,7,no,13,3.1499889929346754,1,part time,0,11.493595109533324,2,3.0,7,None,1,7,1984,62914.01086930217,no
480,481,36,No,travel_rarely,1032.49,None,46,3,None,46,female,129.06,2,3, sales executive ,4,married,8662.260382710674,21682.23,0,no,19,3.0,3,part time,2,10.0,2,3.0,9,None,3,4,1987,100071.84,yes
481,482,41,No,travel_rarely,1400.08,None,28,4,life sciences,1,female,175.01045200469858,2,4, manufacturing director ,2,married,11308.33,29401.67,0,no,23,3.132417552557482,3,full time,1,21.0,3,3.0,20,None,0,10,1982,135700.0,yes
482,483,34,No,non_travel,692.51, sales ,28,3,marketing,4,female,86.56228941077794,2,2, sales executive ,3,married,5875.101078227873,14542.67,1,no,21,4.0,4,full time,2,8.0,2,3.0,8,None,1,7,1989,67120.0,no
483,484,38,No,travel_rarely,556.26,None,10,2,None,1,female,76.06971851015768,3,2, sales executive ,4,married,4492.84,11681.39,1,no,11,3.0,3,part time,1,10.0,1,3.0,10,None,1,9,1985,58984.291329996726,yes
484,485,39,No,travel_rarely,1030.82,None,6,1,None,4,male,128.85188653089452,2,3, healthcare representative ,1,None,8325.83,21647.17,4,no,15,3.0,1,part time,1,16.46579223948386,5,3.0,7,None,1,7,1984,99910.0,yes
485,486,34,No,travel_rarely,1032.49,None,7,4,None,1,female,129.06061193235703,3,3, research director ,2,single,8662.240370398797,21682.23,0,no,11,3.1421010750697347,3,part time,0,16.365020926200216,4,3.0,12,6.0,2,11,1989,100071.84,no
486,487,44,No,travel_rarely,1057.33,None,7,4,medical,1,female,132.16670379884386,2,3, healthcare representative ,4,married,8540.0,22204.0,3,no,14,3.1441669293674446,4,full time,1,24.0,4,3.0,22,None,5,17,1979,102480.0,yes
487,488,46,No,non_travel,556.26,None,5,4,None,1,male,69.53085744991566,3,2, sales executive ,4,single,4492.84,11681.39,4,no,21,3.155076332021068,3,part time,0,14.0,4,3.0,9,None,0,8,1977,53914.11,yes
488,489,41,No,travel_frequently,1582.77, research & development ,10,3,life sciences,4,male,197.85,2,4, manager ,1,divorced,13173.470627281056,33238.2,4,no,13,3.0,2,full time,1,23.92209969871132,2,2.0,7,None,7,7,1982,153407.07,no
489,490,39,No,non_travel,1128.52, research & development ,2,4,None,3,female,127.05464525753496,3,3, healthcare representative ,3,single,9115.0,23699.0,0,no,25,4.0,4,part time,0,20.0,1,3.0,19,None,11,8,1984,98516.34925861598,no
490,491,42,No,travel_rarely,267.53,None,2,3,medical,4,female,33.43957473953964,2,1, laboratory technician ,1,divorced,2160.83,5618.17,0,yes,11,3.0,3,part time,1,10.0,4,3.0,9,None,7,8,1981,25930.0,yes
491,492,33,No,travel_frequently,1225.51, research & development ,5,4,None,4,female,98.28083621723759,3,3, manager ,2,married,9898.33,25735.67,6,no,11,3.152714752333681,2,part time,2,12.0,2,3.0,10,None,8,8,1990,76206.1223707233,yes
492,493,35,No,travel_rarely,835.2,None,5,4,technical degree,3,male,104.39917892958573,3,3, manufacturing director ,2,single,6745.83,17539.17,0,no,13,3.0,4,part time,0,17.0,5,3.0,16,None,0,13,1988,80950.0,yes
493,494,33,Yes,travel_rarely,1032.49,None,15,1,medical,2,male,129.06056423341357,3,3, manager ,3,married,8662.24469882175,21682.23,7,no,12,3.0,4,part time,0,15.0,2,4.0,7,None,7,7,1990,100071.84,yes
494,495,40,No,travel_rarely,1582.77,None,6,3,life sciences,2,female,197.84731427908343,3,4, manufacturing director ,3,single,13173.476620330672,33238.2,7,no,15,3.0,3,full time,0,22.0,3,3.0,20,None,5,13,1983,153407.07,no
495,496,41,No,travel_rarely,1973.98,None,10,4,human resources,2,male,246.74963944173368,2,5, manager ,4,divorced,15943.72,41453.67,3,no,15,3.0,2,full time,3,23.0,2,2.0,21,None,12,6,1982,191324.62,no
496,497,27,No,non_travel,556.26,None,7,3,None,4,female,69.53068935796759,2,2, healthcare representative ,1,None,4758.101433489129,11681.39,8,no,19,3.0,1,part time,0,9.824949539199634,2,1.0,7,None,0,7,1996,53914.11,no
497,498,52,No,travel_rarely,1739.11,None,3,4,marketing,3,male,217.3902226975696,2,4, manager ,1,None,14046.67,36521.33,1,no,11,3.0,1,full time,0,26.225672758116605,3,4.0,34,None,1,16,1971,168560.0,yes
498,499,51,No,travel_rarely,1582.77,None,26,4,marketing,1,female,197.85,3,4, manager ,3,married,12783.92,33238.2,2,no,14,3.0,3,full time,1,24.071418924890953,2,2.0,20,None,4,17,1972,153407.07,no
499,500,47,No,travel_rarely,468.1,None,2,2,marketing,3,female,58.511294131264414,3,2, sales executive ,4,None,3780.83,9830.17,0,no,22,4.0,1,part time,1,8.0,2,3.0,7,None,7,7,1976,45370.0,yes
500,501,50,No,non_travel,1849.3, research & development ,2,4,None,1,male,231.16440579206565,3,4, manager ,1,divorced,15358.475146291812,38835.33,1,no,11,3.0,4,full time,1,31.0,3,3.0,31,None,14,7,1973,179240.0,no
501,502,35,No,travel_rarely,414.14, research & development ,21,1,life sciences,4,female,51.766223544965285,3,2, healthcare representative ,4,married,3345.0,8697.0,1,no,25,4.0,4,part time,1,10.0,2,1.0,10,None,0,7,1988,40140.0,yes
502,503,39,No,travel_rarely,1314.65,None,1,1,None,4,female,164.33,2,4, manufacturing director ,4,married,10618.33,27607.67,1,no,16,3.0,3,full time,1,20.376857664093297,3,3.0,21,None,11,8,1984,127420.0,yes
503,504,39,No,travel_frequently,1032.49,None,22,3,medical,4,female,129.06061258263057,3,3, manufacturing director ,1,single,8339.32,21682.23,1,no,13,3.0,3,part time,0,16.488799570590032,2,3.0,21,None,2,8,1984,100071.84,no
504,505,41,No,non_travel,348.32,None,7,2,None,2,female,43.54,4,1, research scientist ,3,None,3053.415280514112,7314.67,1,no,13,3.0,3,full time,0,6.969294499748185,3,3.0,10,None,0,8,1982,33760.0,no
505,506,44,Yes,non_travel,1081.48, human resources ,1,2,medical,2,male,135.184603738358,2,3, human resources ,1,married,8735.0,22711.0,9,no,14,3.143431375812687,4,full time,1,24.0,1,3.0,20,None,3,6,1979,104820.0,yes
506,507,42,No,non_travel,1582.77,None,2,2,medical,4,male,150.6505369026122,3,4, manager ,1,None,12783.92,33238.2,0,no,17,3.0,4,part time,1,23.0,3,3.0,22,None,13,7,1981,116811.88875034692,no
507,508,52,No,travel_rarely,1032.49,None,7,4,life sciences,2,male,129.06067091813975,3,3, healthcare representative ,2,single,8662.235233229994,21682.23,7,no,19,3.0,4,part time,0,18.0,4,2.769624991559638,8,None,4,0,1971,100071.84,yes
508,509,38,No,non_travel,290.04,None,1,3,None,3,male,36.25,4,1, human resources ,3,None,2342.59,6090.75,1,no,13,3.0,4,part time,1,7.0,2,4.0,7,None,5,0,1985,28111.13,yes
509,510,46,No,non_travel,290.04, human resources ,1,2,life sciences,4,female,36.25,3,1, human resources ,1,None,2575.607419202596,6090.75,6,no,12,3.0,3,part time,0,10.0,3,4.0,7,None,5,7,1977,28111.13,yes
510,511,35,No,non_travel,438.39,None,4,4,life sciences,3,male,54.8,3,2, research scientist ,3,single,3540.83,9206.17,1,no,11,3.0,2,part time,0,8.302456118621102,3,3.0,9,None,1,1,1988,42490.0,no
511,512,28,No,travel_rarely,675.69, research & development ,29,1,life sciences,3,male,69.04215991732993,1,2, manufacturing director ,2,married,5457.5,14189.5,1,no,14,3.1540894751322974,2,part time,2,8.0,2,2.0,8,None,1,7,1995,53535.360762693395,yes
512,513,44,No,non_travel,1582.77,None,28,3,life sciences,4,male,104.71858964198026,3,4, research director ,1,married,12783.92,33238.2,3,no,13,3.0,3,part time,1,11.498933972715777,1,4.0,20,None,14,17,1979,81197.7834993277,yes
513,514,50,No,non_travel,1486.85,None,22,5,None,3,male,101.39975716109,1,4, research director ,4,None,12009.17,31223.83,1,no,13,3.0,4,part time,0,11.347868795605095,2,3.0,32,None,13,9,1973,78624.46031325428,no
514,515,55,No,travel_rarely,2020.78,None,23,5,marketing,3,male,252.6,2,5, manager ,4,None,16764.22896357489,42436.33,1,no,21,4.0,3,full time,1,36.0,3,3.0,36,None,2,13,1968,195860.0,yes
515,516,39,No,non_travel,849.85, sales ,6,3,None,4,male,106.23032748234695,4,3, sales executive ,3,married,6864.17,17846.83,2,no,11,3.0,1,part time,1,11.0,3,3.0,7,None,7,6,1984,82370.0,yes
516,517,49,No,non_travel,331.29, research & development ,13,4,None,13,female,69.97731798089498,3,1, laboratory technician ,1,None,2675.83,6957.17,1,no,14,3.0,4,part time,1,10.0,3,2.0,9,None,1,4,1974,54260.41740177779,yes
517,518,45,No,non_travel,1723.43,None,28,2,technical degree,4,female,145.34424832345977,2,4, research director ,2,single,13920.0,36192.0,1,no,11,3.1466901926098143,3,part time,0,21.0,2,3.0,21,6.0,8,6,1978,112697.58106334985,no
518,519,46,No,non_travel,1032.49,None,2,3,None,3,male,129.06060719460217,3,3, sales executive ,4,None,8339.32,21682.23,4,no,12,3.0,2,part time,1,16.48880895132774,5,2.0,10,None,0,3,1977,100071.84,no
519,520,27,No,non_travel,492.56,None,15,3,None,4,female,61.56791090059441,2,1, research scientist ,1,married,4235.879469296962,10343.67,0,no,19,3.0,4,full time,1,8.950123289849504,2,2.7539705693356904,7,None,7,3,1996,47740.0,no
520,521,42,No,travel_rarely,1973.98,None,2,3,None,1,male,161.84179265343548,3,5, manager ,3,married,15943.72,41453.67,5,no,11,3.0,1,part time,0,24.0,2,2.0,22,None,4,14,1981,125489.25349214446,yes
521,522,49,No,non_travel,556.26, sales ,2,3,None,4,male,69.53096575866826,2,2, sales executive ,2,married,4758.078909777529,11681.39,2,no,14,3.0,4,part time,0,17.0,3,2.0,9,None,0,8,1974,53914.11,yes
522,523,29,No,travel_rarely,556.26,None,15,2,life sciences,4,female,69.53070674664947,2,2, laboratory technician ,3,single,4758.100939702034,11681.39,0,yes,12,3.0,4,part time,0,10.0,3,3.0,9,None,0,8,1994,53914.11,yes
523,524,34,No,non_travel,471.3,None,12,4,marketing,12,male,58.91112994363818,3,2, sales executive ,3,None,3806.67,9897.33,0,no,20,4.0,3,part time,0,8.755975329631642,2,3.0,9,None,8,7,1989,45680.0,no
524,525,37,No,non_travel,618.33,None,1,4,None,1,male,77.28943125777393,2,2, manufacturing director ,3,divorced,4994.17,12984.83,1,no,18,3.0,3,part time,1,10.781880817201076,2,2.756779046252252,7,None,0,7,1986,59930.0,no
525,526,36,No,non_travel,670.53,None,11,3,None,2,male,83.82,2,2, manufacturing director ,2,single,5415.83,14081.17,1,no,13,3.0,3,full time,0,6.0,3,3.0,6,None,0,3,1987,64990.0,yes
526,527,45,No,non_travel,356.16,None,29,3,None,3,male,44.518063591980834,3,1, research scientist ,4,single,3117.6919762756147,7479.33,5,no,13,3.0,2,full time,0,9.0,2,2.0,6,None,0,3,1978,34520.0,yes
527,528,29,No,travel_rarely,290.04,None,15,3,None,3,male,36.25243063131179,3,1, research scientist ,4,None,2575.6199605931033,6090.75,1,no,19,3.0,1,part time,0,6.0,1,3.0,6,None,1,5,1994,28111.13,no
528,529,26,No,non_travel,660.01,None,1,3,None,3,female,82.4996432910172,3,2, manufacturing director ,2,None,5330.83,13860.17,1,no,20,4.0,1,full time,1,6.0,6,1.0,6,None,1,4,1997,63970.0,no
529,530,28,No,non_travel,556.26,None,9,4,life sciences,2,male,69.53070013402396,3,2, sales executive ,4,single,4758.1014939027,11681.39,1,no,16,3.0,4,part time,0,9.824930754567006,1,3.0,7,None,0,7,1995,53914.11,yes
530,531,42,No,travel_frequently,556.26,None,30,4,technical degree,4,female,69.53059882057454,2,2, healthcare representative ,4,married,4758.1103983419,11681.39,0,no,11,3.0,4,part time,3,7.0,4,4.0,6,None,0,4,1981,53914.11,yes
531,532,31,No,travel_rarely,556.26, sales ,2,1,life sciences,2,male,69.53071213503242,3,2, sales executive ,4,None,4758.100969878421,11681.39,4,yes,13,3.0,3,part time,0,10.0,2,4.0,6,None,0,5,1992,53914.11,yes
532,533,37,No,travel_rarely,1032.49,None,47,3,None,47,female,129.06061797065897,3,3, manufacturing director ,4,single,8339.32,21682.23,4,no,17,3.0,4,part time,0,16.488790189852324,3,4.0,6,None,1,2,1986,100071.84,yes
533,534,37,No,non_travel,1032.49,None,9,4,None,1,male,129.06033221611486,3,3, sales executive ,2,divorced,8662.263525572323,21682.23,1,no,13,3.0,4,part time,1,9.0,6,3.0,9,None,7,7,1986,100071.84,no
534,535,37,No,travel_rarely,556.26,None,1,4,life sciences,2,female,69.53,3,2, manufacturing director ,2,married,4492.84,11681.39,6,no,12,3.0,2,part time,1,8.0,2,2.0,6,None,4,3,1986,53914.11,no
535,536,24,No,travel_rarely,281.15,None,23,3,medical,2,male,35.141832316528514,4,1, research scientist ,4,None,2502.7828633059926,5904.17,1,no,11,3.0,2,part time,2,6.046892448947993,3,3.0,6,None,1,4,1999,27250.0,yes
536,537,50,No,non_travel,1973.98,None,3,3,None,1,male,111.87004374354049,3,5, manager ,2,married,15943.72,41453.67,1,no,11,3.0,3,part time,1,11.2532116085102,2,3.0,32,None,10,7,1973,86742.8275404298,no
537,538,34,No,non_travel,373.7,None,1,2,life sciences,2,male,46.71,2,1, research scientist ,4,None,3018.33,7847.67,1,yes,13,3.0,4,full time,1,6.0,3,3.0,6,None,1,3,1989,36220.0,yes
538,539,27,No,travel_frequently,556.26,None,3,1,medical,4,female,69.53070178692886,4,2, sales executive ,4,None,4758.101495651279,11681.39,1,no,20,3.15366929016042,2,part time,2,9.824931229320809,3,3.0,6,None,0,4,1996,53914.11,no
539,540,25,No,non_travel,637.62, sales ,42,1,None,42,female,79.7010000005429,3,2, sales executive ,4,single,5425.125754508231,13390.0,1,no,23,4.0,2,full time,0,6.0,5,2.0,6,None,1,4,1998,61800.0,no
540,541,34,No,non_travel,647.32, sales ,25,3,other,4,male,80.91332204413571,3,2, sales executive ,4,single,5228.33,13593.67,1,no,22,4.0,3,full time,0,6.0,5,3.0,6,None,1,4,1989,62740.0,yes
541,542,34,No,non_travel,452.01, research & development ,2,4,None,3,female,56.49927815602845,2,1, research scientist ,1,None,3903.477540185221,9492.17,1,no,11,3.155159899814933,3,full time,0,6.0,3,3.0,6,None,1,3,1989,43810.0,yes
542,543,35,No,non_travel,1032.49,None,7,3,other,3,male,114.12822235138543,3,3, manufacturing director ,3,single,8339.32,21682.23,3,no,21,4.0,2,part time,0,17.0,3,4.0,8,None,1,6,1988,88493.6252924771,no
543,544,35,No,non_travel,264.02,None,16,1,medical,16,female,33.0,2,1, research scientist ,1,None,2362.3751824339492,5544.5,1,no,11,3.0,4,part time,0,6.0,3,2.0,6,None,1,1,1988,25590.0,no
544,545,33,No,non_travel,566.22, research & development ,1,4,None,3,female,70.78,4,2, healthcare representative ,2,married,4573.33,11890.67,1,yes,13,3.0,1,full time,1,10.06392833311077,2,3.0,6,None,1,2,1990,54880.0,yes
545,546,29,No,non_travel,259.38,None,28,4,life sciences,3,female,32.420759609742,3,1, research scientist ,4,divorced,2095.0,5447.0,4,no,22,4.0,1,part time,1,11.0,1,3.0,7,None,1,7,1994,25140.0,no
546,547,29,No,travel_frequently,290.04, research & development ,10,3,None,4,female,36.2524989843389,3,1, research scientist ,2,divorced,2342.59,6090.75,0,no,14,3.0,4,part time,2,8.0,2,2.0,7,None,1,1,1994,28111.13,yes
547,548,34,No,non_travel,556.26,None,9,1,life sciences,2,female,69.53,3,2, sales executive ,3,married,4492.84,11681.39,1,no,20,4.0,1,part time,0,9.926621003861776,3,2.0,6,None,1,3,1989,53914.11,no
548,549,28,No,travel_rarely,329.75,None,19,4,medical,4,male,41.216319671865186,2,1, laboratory technician ,1,married,2663.33,6924.67,1,no,12,3.0,3,part time,3,6.0,2,3.0,6,None,3,3,1995,31960.0,no
549,550,44,No,non_travel,290.04,None,2,1,life sciences,1,female,36.25258171725564,4,1, research scientist ,4,married,2575.607389308464,6090.75,1,no,13,3.0,4,part time,1,10.0,5,3.0,10,None,7,7,1979,28111.13,no
550,551,31,No,travel_rarely,556.26, research & development ,11,2,None,3,male,69.53,3,2, healthcare representative ,1,married,4492.84,11681.39,1,yes,12,3.1515498982125703,4,part time,0,6.0,2,2.0,6,None,0,1,1992,53914.11,no
551,552,26,No,non_travel,290.04, research & development ,4,2,life sciences,3,male,36.25,3,1, research scientist ,4,None,2342.59,6090.75,1,yes,20,4.0,2,part time,0,6.25824130993986,2,2.0,8,None,2,2,1997,28111.13,no
552,553,47,No,travel_rarely,352.86,None,1,3,None,1,male,44.105659634323615,3,1, research scientist ,4,None,2850.0,7410.0,7,no,12,3.0,3,full time,1,17.0,2,2.0,6,None,1,2,1976,34200.0,yes
553,554,37,No,non_travel,290.04, research & development ,5,2,None,3,male,36.252455824445924,4,1, laboratory technician ,3,single,2342.59,6090.75,0,no,14,3.0,1,part time,0,7.0,2,1.0,6,None,1,3,1986,28111.13,no
554,555,32,No,non_travel,421.67,None,1,4,None,4,male,67.88013959042469,3,2, research scientist ,1,married,3405.83,8855.17,4,no,14,3.0,2,part time,1,9.0,3,2.0,6,None,1,2,1991,52634.344704930605,yes
555,556,32,No,non_travel,556.26,None,2,3,medical,4,male,69.53,3,2, research scientist ,2,divorced,4492.84,11681.39,0,no,13,3.0,3,part time,2,10.0,4,2.0,9,None,1,6,1991,53914.11,yes
556,557,33,No,non_travel,553.84,None,16,3,life sciences,3,female,69.23,3,2, sales executive ,4,None,4738.308652726454,11630.67,1,yes,25,4.0,3,part time,1,7.0,2,3.0,6,None,1,2,1990,53680.0,no
557,558,47,Yes,non_travel,1334.67, sales ,9,3,None,3,male,166.83389186228513,1,4, sales executive ,3,married,11139.493724539287,28028.0,7,no,11,3.136630186966596,3,full time,0,25.0,3,1.0,23,None,14,10,1976,129360.0,yes
558,559,41,Yes,non_travel,556.26,None,1,2,None,2,female,69.53061837606738,3,2, sales executive ,4,None,4492.84,11681.39,8,yes,11,3.0,1,part time,0,8.0,0,1.0,6,None,0,5,1982,53914.11,no
559,560,35,No,travel_rarely,290.04, research & development ,16,3,medical,1,male,36.25,4,1, laboratory technician ,2,married,2575.619960327889,6090.75,0,no,13,3.0,3,part time,1,6.0,5,3.0,5,None,0,3,1988,28111.13,no
560,561,29,No,travel_rarely,290.04,None,2,3,life sciences,3,male,36.25,3,1, research scientist ,2,married,2342.59,6090.75,0,no,23,4.0,4,part time,1,6.2582319292009085,3,3.0,5,None,0,4,1994,28111.13,no
561,562,32,No,travel_rarely,556.26,None,1,3,life sciences,2,male,69.53070469585333,3,2, research scientist ,2,None,4492.84,11681.39,1,no,17,3.0,2,part time,2,10.0,3,3.0,10,None,0,9,1991,53914.11,yes
562,563,35,No,travel_rarely,290.04,None,1,3,medical,2,male,36.25,2,1, research scientist ,3,single,2342.59,6090.75,1,no,18,3.0,1,part time,0,6.0,3,3.0,6,None,0,4,1988,28111.13,no
563,564,56,No,non_travel,1032.49,None,13,3,None,4,male,194.1229102384635,1,3, manufacturing director ,4,None,8339.32,21682.23,4,no,11,3.0,1,part time,0,37.0,3,2.0,6,None,0,2,1967,150518.85777391217,yes
564,565,28,No,non_travel,435.5,None,4,3,medical,2,male,54.435722756973654,3,2, sales executive ,3,None,3768.147905645559,9145.5,1,no,15,3.0,2,part time,0,5.0,3,4.0,5,None,0,4,1995,42210.0,yes
565,566,25,Yes,travel_rarely,556.26,None,5,3,None,3,male,81.39794522623852,2,2, sales executive ,3,single,4492.84,11681.39,1,yes,11,3.0,4,part time,0,11.528696248573535,1,3.0,6,None,0,3,1998,63115.61504743327,yes
566,567,56,Yes,non_travel,512.06,None,14,4,life sciences,2,female,64.00537315842179,3,1, research scientist ,2,None,4395.7474765856805,10753.17,9,no,18,3.0,1,full time,3,7.0,2,3.0,5,None,4,3,1967,49630.0,yes
567,568,26,No,non_travel,290.04, research & development ,6,3,None,3,female,36.25238747144287,2,1, research scientist ,2,married,2575.623073237876,6090.75,1,no,19,3.0,3,part time,0,5.0,3,2.0,5,None,4,3,1997,28111.13,no
568,569,32,Yes,non_travel,433.33,None,9,3,medical,1,female,78.29991387629144,3,1, laboratory technician ,1,None,3500.0,9100.0,7,no,22,4.0,1,part time,0,11.491017034600148,2,4.0,5,None,0,4,1991,60713.47660914451,no
569,570,30,No,travel_rarely,290.04,None,18,3,life sciences,1,female,36.25243319536583,3,1, research scientist ,3,single,2342.59,6090.75,1,no,14,3.0,3,part time,0,6.2582382167817965,4,2.0,5,None,0,4,1993,28111.13,yes
570,571,50,No,travel_rarely,1973.98,None,11,3,None,3,female,111.87004374354049,3,5, manager ,2,None,15943.72,41453.67,3,no,15,3.0,2,part time,0,11.2532116085102,5,3.0,5,None,4,4,1973,86742.8275404298,no
571,572,32,No,non_travel,290.04,None,6,5,life sciences,3,male,36.25251376154669,3,1, research scientist ,3,None,2342.59,6090.75,3,no,20,4.0,1,part time,0,8.0,2,2.7462493642611725,5,None,1,4,1991,28111.13,no
572,573,45,No,travel_rarely,516.49,None,4,2,None,3,female,72.43238372950863,3,2, sales executive ,1,None,4171.67,10846.33,4,no,11,3.0,1,part time,1,9.0,3,4.0,5,None,0,3,1978,56164.02352789363,no
573,574,43,No,non_travel,290.04,None,7,3,None,4,male,36.25,4,1, research scientist ,4,divorced,2342.59,6090.75,4,no,14,3.0,4,part time,3,7.0,3,4.0,5,None,2,2,1980,28111.13,yes
574,575,29,Yes,non_travel,788.15,None,27,3,marketing,2,female,98.51788636973141,3,3, sales executive ,4,married,6659.1792058396695,16551.17,1,no,22,4.0,4,part time,3,10.0,3,2.0,10,None,1,9,1994,76390.0,yes
575,576,31,No,non_travel,556.26, research & development ,1,4,medical,3,male,69.53055566070562,1,2, manufacturing director ,3,None,4758.113510986673,11681.39,0,no,12,3.0,4,part time,1,6.0,2,3.0,5,None,1,4,1992,53914.11,yes
576,577,33,Yes,non_travel,290.04,None,14,3,None,3,male,59.753815375060036,3,1, laboratory technician ,4,married,2342.59,6090.75,5,yes,13,3.0,3,part time,1,8.0,2,1.0,5,None,0,4,1990,46333.44399083441,no
577,578,31,Yes,non_travel,290.04,None,29,2,None,3,male,36.25244397142262,2,1, laboratory technician ,2,None,2342.59,6090.75,0,no,11,3.0,2,part time,0,6.2582194553063815,2,4.0,5,None,1,4,1992,28111.13,yes
578,579,37,No,non_travel,670.84,None,6,4,None,3,male,85.11791405040526,3,2, sales executive ,4,None,5418.33,14087.67,4,no,14,3.0,2,part time,1,11.676134931070425,5,4.0,5,None,0,1,1986,65999.96812912992,yes
579,580,50,No,non_travel,1973.98, research & development ,4,1,None,1,male,178.0009621158421,3,5, research director ,2,divorced,15943.72,41453.67,3,no,14,3.0,1,part time,2,28.0,4,2.0,10,None,1,6,1973,138018.5362876173,no
580,581,42,No,travel_frequently,1395.44,None,26,3,None,3,female,174.43010006187885,3,4, sales executive ,2,married,11637.69912071299,29304.17,5,no,14,3.0,4,full time,1,21.349416770000797,2,2.781313453050342,20,None,4,8,1981,135250.0,yes
581,582,27,No,non_travel,556.26,None,2,3,None,4,male,55.87075668214953,3,2, sales executive ,3,None,4492.84,11681.39,1,yes,11,3.0,1,part time,0,5.0,3,3.0,5,None,0,4,1996,43322.687835655786,yes
